id,call_datetime,src,target,agent,start_time,end_time,call_type,line_of_business
2418,2023-03-12 18:54:00,s4,t1,tom,2023-03-12 18:49:00.966846,2023-03-12 19:29:00.966846,Inbound,Healthcare
2419,2023-03-12 18:54:00,s7,t6,kelly,2023-03-12 17:22:00.966875,2023-03-12 17:42:00.966875,Outbound,Retail
2420,2023-03-12 18:54:00,s6,t4,kelly,2023-03-12 17:33:00.966904,2023-03-12 18:25:00.966904,Inbound,Finance
2421,2023-03-12 18:54:00,s8,t7,susan,2023-03-12 17:20:00.966932,2023-03-12 18:01:00.966932,Outbound,Retail
2422,2023-03-12 18:54:00,s5,t8,kelly,2023-03-12 18:49:00.966961,2023-03-12 19:47:00.966961,Outbound,Finance
2423,2023-03-12 18:54:00,s8,t7,amy,2023-03-12 17:44:00.966989,2023-03-12 18:38:00.966989,Inbound,Healthcare
2424,2023-03-12 18:54:00,s9,t2,kelly,2023-03-12 18:43:00.967017,2023-03-12 19:34:00.967017,Outbound,Finance
2425,2023-03-12 18:54:00,s5,t6,susan,2023-03-12 18:19:00.967046,2023-03-12 18:33:00.967046,Inbound,Healthcare
2426,2023-03-12 18:54:00,s5,t9,jack,2023-03-12 17:23:00.967074,2023-03-12 17:25:00.967074,Inbound,Retail
2427,2023-03-12 18:54:00,s3,t8,jack,2023-03-12 18:50:00.967103,2023-03-12 19:09:00.967103,Outbound,Retail
2428,2023-03-12 18:54:00,s8,t7,jack,2023-03-12 17:09:00.967132,2023-03-12 17:50:00.967132,Outbound,Healthcare
2429,2023-03-12 18:54:00,s10,t6,jack,2023-03-12 18:03:00.967161,2023-03-12 18:13:00.967161,Inbound,Healthcare
2430,2023-03-12 18:54:00,s2,t5,amy,2023-03-12 17:07:00.967190,2023-03-12 17:39:00.967190,Outbound,Finance
2431,2023-03-12 18:54:00,s7,t7,jack,2023-03-12 18:10:00.967219,2023-03-12 18:39:00.967219,Outbound,Healthcare
2432,2023-03-12 18:54:00,s8,t10,jack,2023-03-12 17:34:00.967248,2023-03-12 17:57:00.967248,Inbound,Healthcare
2433,2023-03-12 18:54:00,s4,t4,amy,2023-03-12 18:05:00.967276,2023-03-12 18:50:00.967276,Outbound,Healthcare
2434,2023-03-12 18:54:00,s9,t8,kelly,2023-03-12 16:55:00.967304,2023-03-12 17:39:00.967304,Inbound,Finance
2435,2023-03-12 18:54:00,s2,t8,tom,2023-03-12 17:33:00.967333,2023-03-12 17:47:00.967333,Inbound,Healthcare
2436,2023-03-12 18:54:00,s1,t3,tom,2023-03-12 18:20:00.967365,2023-03-12 18:38:00.967365,Outbound,Finance
2437,2023-03-12 18:54:00,s3,t3,amy,2023-03-12 17:39:00.967401,2023-03-12 18:36:00.967401,Inbound,Finance
2438,2023-03-12 18:54:00,s4,t4,kelly,2023-03-12 18:35:00.967431,2023-03-12 18:45:00.967431,Outbound,Finance
2439,2023-03-12 18:54:00,s4,t7,amy,2023-03-12 17:14:00.967460,2023-03-12 17:34:00.967460,Inbound,Finance
2440,2023-03-12 18:54:00,s1,t2,jack,2023-03-12 17:30:00.967489,2023-03-12 17:42:00.967489,Outbound,Healthcare
2441,2023-03-12 18:54:00,s6,t2,tom,2023-03-12 17:24:00.967518,2023-03-12 17:54:00.967518,Inbound,Healthcare
2442,2023-03-12 18:54:00,s1,t9,jack,2023-03-12 17:25:00.967547,2023-03-12 17:49:00.967547,Outbound,Finance
2443,2023-03-12 18:54:00,s8,t8,kelly,2023-03-12 17:03:00.967575,2023-03-12 17:11:00.967575,Outbound,Retail
2444,2023-03-12 18:54:00,s5,t8,susan,2023-03-12 17:32:00.967604,2023-03-12 17:52:00.967604,Outbound,Finance
2445,2023-03-12 18:54:00,s9,t1,kelly,2023-03-12 17:38:00.967633,2023-03-12 18:15:00.967633,Outbound,Healthcare
2446,2023-03-12 18:54:00,s4,t3,kelly,2023-03-12 17:47:00.967662,2023-03-12 18:37:00.967662,Outbound,Healthcare
2447,2023-03-12 18:54:00,s4,t7,tom,2023-03-12 18:09:00.967690,2023-03-12 18:51:00.967690,Inbound,Finance
2448,2023-03-12 18:54:00,s7,t9,kelly,2023-03-12 18:08:00.967718,2023-03-12 18:52:00.967718,Inbound,Retail
2449,2023-03-12 18:54:00,s3,t5,jack,2023-03-12 18:42:00.967747,2023-03-12 19:20:00.967747,Outbound,Healthcare
2450,2023-03-12 18:54:00,s8,t10,kelly,2023-03-12 18:13:00.967775,2023-03-12 18:27:00.967775,Outbound,Finance
2451,2023-03-12 18:54:00,s9,t9,tom,2023-03-12 17:51:00.967804,2023-03-12 18:37:00.967804,Outbound,Retail
2452,2023-03-12 18:54:00,s7,t9,jack,2023-03-12 17:29:00.967832,2023-03-12 18:07:00.967832,Outbound,Healthcare
2453,2023-03-12 18:54:00,s10,t4,susan,2023-03-12 18:03:00.967861,2023-03-12 18:05:00.967861,Outbound,Healthcare
2454,2023-03-12 18:54:00,s1,t10,kelly,2023-03-12 18:28:00.967889,2023-03-12 18:30:00.967889,Outbound,Healthcare
2455,2023-03-12 18:54:00,s8,t10,kelly,2023-03-12 17:55:00.967918,2023-03-12 18:36:00.967918,Inbound,Retail
2456,2023-03-12 18:54:00,s9,t1,kelly,2023-03-12 18:48:00.967947,2023-03-12 18:57:00.967947,Inbound,Retail
2457,2023-03-12 18:54:00,s6,t6,kelly,2023-03-12 18:14:00.967975,2023-03-12 18:26:00.967975,Outbound,Healthcare
2458,2023-03-12 18:54:00,s5,t5,susan,2023-03-12 18:02:00.968004,2023-03-12 18:52:00.968004,Inbound,Retail
2459,2023-03-12 18:54:00,s2,t5,amy,2023-03-12 17:48:00.968032,2023-03-12 18:39:00.968032,Outbound,Retail
2460,2023-03-12 18:54:00,s3,t4,susan,2023-03-12 17:27:00.968061,2023-03-12 18:24:00.968061,Inbound,Finance
2461,2023-03-12 18:54:00,s3,t9,jack,2023-03-12 17:58:00.968093,2023-03-12 18:12:00.968093,Inbound,Retail
2462,2023-03-12 18:54:00,s9,t6,jack,2023-03-12 18:41:00.968124,2023-03-12 19:11:00.968124,Inbound,Healthcare
2463,2023-03-12 18:54:00,s5,t5,jack,2023-03-12 17:40:00.968158,2023-03-12 18:34:00.968158,Outbound,Healthcare
2464,2023-03-12 18:54:00,s6,t9,jack,2023-03-12 18:03:00.968188,2023-03-12 18:37:00.968188,Inbound,Finance
2465,2023-03-12 18:54:00,s3,t4,jack,2023-03-12 18:38:00.968217,2023-03-12 19:04:00.968217,Inbound,Healthcare
2466,2023-03-12 18:54:00,s8,t4,susan,2023-03-12 17:21:00.968245,2023-03-12 17:48:00.968245,Inbound,Finance
2467,2023-03-12 18:54:00,s1,t8,tom,2023-03-12 17:25:00.968274,2023-03-12 18:05:00.968274,Outbound,Retail
2468,2023-03-12 18:54:00,s10,t1,amy,2023-03-12 18:48:00.968302,2023-03-12 18:55:00.968302,Outbound,Finance
2469,2023-03-12 18:54:00,s7,t1,susan,2023-03-12 17:08:00.968331,2023-03-12 17:53:00.968331,Outbound,Retail
2470,2023-03-12 18:54:00,s4,t6,tom,2023-03-12 17:48:00.968359,2023-03-12 18:36:00.968359,Outbound,Healthcare
2471,2023-03-12 18:54:00,s9,t10,amy,2023-03-12 17:13:00.968388,2023-03-12 17:45:00.968388,Outbound,Finance
2472,2023-03-12 18:54:00,s5,t8,amy,2023-03-12 17:03:00.968433,2023-03-12 17:26:00.968433,Outbound,Retail
2473,2023-03-12 18:54:00,s2,t10,tom,2023-03-12 17:16:00.968461,2023-03-12 17:31:00.968461,Inbound,Finance
2474,2023-03-12 18:54:00,s7,t1,tom,2023-03-12 17:03:00.968489,2023-03-12 17:53:00.968489,Outbound,Finance
2475,2023-03-12 18:54:00,s6,t3,kelly,2023-03-12 17:51:00.968516,2023-03-12 18:07:00.968516,Inbound,Retail
2476,2023-03-12 18:54:00,s10,t4,tom,2023-03-12 17:41:00.968544,2023-03-12 17:58:00.968544,Outbound,Healthcare
2477,2023-03-12 18:54:00,s5,t9,amy,2023-03-12 17:54:00.968571,2023-03-12 18:37:00.968571,Inbound,Healthcare
2478,2023-03-12 18:54:00,s7,t1,amy,2023-03-12 16:56:00.968599,2023-03-12 17:10:00.968599,Inbound,Healthcare
2479,2023-03-12 18:54:00,s2,t3,susan,2023-03-12 17:02:00.968632,2023-03-12 17:50:00.968632,Inbound,Finance
2480,2023-03-12 18:54:00,s2,t2,amy,2023-03-12 17:48:00.968661,2023-03-12 18:16:00.968661,Inbound,Healthcare
2481,2023-03-12 18:54:00,s8,t3,tom,2023-03-12 16:58:00.968689,2023-03-12 17:55:00.968689,Inbound,Retail
2482,2023-03-12 18:54:00,s8,t1,amy,2023-03-12 18:31:00.968717,2023-03-12 19:12:00.968717,Inbound,Retail
2483,2023-03-12 18:54:00,s9,t9,susan,2023-03-12 18:51:00.968760,2023-03-12 19:00:00.968760,Outbound,Finance
2484,2023-03-12 18:54:00,s8,t8,amy,2023-03-12 18:37:00.968787,2023-03-12 19:27:00.968787,Inbound,Retail
2485,2023-03-12 18:54:00,s9,t10,kelly,2023-03-12 18:40:00.968813,2023-03-12 19:34:00.968813,Inbound,Healthcare
2486,2023-03-12 18:54:00,s2,t1,susan,2023-03-12 17:22:00.968843,2023-03-12 18:18:00.968843,Inbound,Finance
2487,2023-03-12 18:54:00,s8,t2,jack,2023-03-12 18:04:00.968873,2023-03-12 18:12:00.968873,Outbound,Healthcare
2488,2023-03-12 18:54:00,s8,t9,susan,2023-03-12 18:07:00.968900,2023-03-12 18:19:00.968900,Outbound,Finance
2489,2023-03-12 18:54:00,s4,t8,susan,2023-03-12 17:35:00.968927,2023-03-12 17:46:00.968927,Inbound,Retail
2490,2023-03-12 18:54:00,s2,t9,amy,2023-03-12 17:44:00.968954,2023-03-12 18:06:00.968954,Outbound,Healthcare
2491,2023-03-12 18:54:00,s7,t6,kelly,2023-03-12 17:40:00.968981,2023-03-12 18:31:00.968981,Outbound,Retail
2492,2023-03-12 18:54:00,s9,t9,kelly,2023-03-12 17:08:00.969008,2023-03-12 17:37:00.969008,Inbound,Retail
2493,2023-03-12 18:54:00,s3,t5,susan,2023-03-12 17:49:00.969070,2023-03-12 17:49:00.969070,Outbound,Healthcare
2494,2023-03-12 18:54:00,s5,t2,tom,2023-03-12 17:33:00.969099,2023-03-12 18:26:00.969099,Outbound,Healthcare
2495,2023-03-12 18:54:00,s5,t10,amy,2023-03-12 17:11:00.969127,2023-03-12 17:39:00.969127,Inbound,Healthcare
2496,2023-03-12 18:54:00,s6,t7,kelly,2023-03-12 17:42:00.969156,2023-03-12 18:12:00.969156,Inbound,Healthcare
2497,2023-03-12 18:54:00,s5,t4,kelly,2023-03-12 16:56:00.969185,2023-03-12 17:47:00.969185,Outbound,Finance
2498,2023-03-12 18:54:00,s5,t3,jack,2023-03-12 17:06:00.969214,2023-03-12 17:34:00.969214,Outbound,Finance
2499,2023-03-12 18:54:00,s4,t8,jack,2023-03-12 17:06:00.969242,2023-03-12 17:31:00.969242,Outbound,Retail
2500,2023-03-12 18:54:00,s3,t5,tom,2023-03-12 18:50:00.969270,2023-03-12 19:01:00.969270,Inbound,Retail
2501,2023-03-12 18:54:00,s1,t10,susan,2023-03-12 18:42:00.969299,2023-03-12 18:50:00.969299,Inbound,Retail
2502,2023-03-12 18:54:00,s6,t5,tom,2023-03-12 17:05:00.969327,2023-03-12 17:41:00.969327,Outbound,Retail
2503,2023-03-12 18:54:00,s10,t5,jack,2023-03-12 18:20:00.969377,2023-03-12 19:03:00.969377,Outbound,Healthcare
2504,2023-03-12 18:54:00,s8,t5,tom,2023-03-12 17:12:00.969408,2023-03-12 17:59:00.969408,Inbound,Retail
2505,2023-03-12 18:54:00,s1,t7,susan,2023-03-12 17:59:00.969437,2023-03-12 18:00:00.969437,Outbound,Finance
2506,2023-03-12 18:54:00,s8,t2,amy,2023-03-12 16:59:00.969482,2023-03-12 17:04:00.969482,Outbound,Retail
2507,2023-03-12 18:54:00,s2,t5,jack,2023-03-12 18:28:00.969510,2023-03-12 19:05:00.969510,Inbound,Finance
2508,2023-03-12 18:54:00,s7,t7,susan,2023-03-12 18:50:00.969554,2023-03-12 18:51:00.969554,Inbound,Healthcare
2509,2023-03-12 18:54:00,s2,t6,amy,2023-03-12 17:19:00.969581,2023-03-12 18:02:00.969581,Inbound,Finance
2510,2023-03-12 18:54:00,s6,t9,kelly,2023-03-12 16:58:00.969607,2023-03-12 17:02:00.969607,Inbound,Healthcare
2511,2023-03-12 18:54:00,s2,t2,jack,2023-03-12 17:57:00.969639,2023-03-12 18:17:00.969639,Inbound,Retail
2512,2023-03-12 18:54:00,s8,t2,tom,2023-03-12 17:34:00.969668,2023-03-12 17:39:00.969668,Inbound,Finance
2513,2023-03-12 18:54:00,s5,t5,jack,2023-03-12 17:26:00.969731,2023-03-12 18:16:00.969731,Outbound,Finance
2514,2023-03-12 18:54:00,s3,t3,jack,2023-03-12 18:20:00.969760,2023-03-12 19:15:00.969760,Outbound,Retail
2515,2023-03-12 18:54:00,s8,t4,tom,2023-03-12 18:22:00.969789,2023-03-12 18:32:00.969789,Outbound,Finance
2516,2023-03-12 18:54:00,s2,t6,kelly,2023-03-12 18:31:00.969817,2023-03-12 19:03:00.969817,Outbound,Retail
2517,2023-03-12 18:54:00,s8,t10,tom,2023-03-12 18:19:00.969846,2023-03-12 18:35:00.969846,Inbound,Finance
2518,2023-03-12 18:54:00,s6,t5,susan,2023-03-12 18:23:00.969874,2023-03-12 18:46:00.969874,Outbound,Healthcare
2519,2023-03-12 18:54:00,s3,t5,kelly,2023-03-12 17:12:00.969903,2023-03-12 17:33:00.969903,Outbound,Healthcare
2520,2023-03-12 18:54:00,s2,t4,kelly,2023-03-12 18:00:00.969932,2023-03-12 18:29:00.969932,Inbound,Retail
2521,2023-03-12 18:54:00,s2,t4,susan,2023-03-12 18:08:00.969966,2023-03-12 18:54:00.969966,Outbound,Finance
2522,2023-03-12 18:54:00,s4,t6,jack,2023-03-12 17:55:00.969996,2023-03-12 17:56:00.969996,Inbound,Healthcare
2523,2023-03-12 18:54:00,s3,t5,susan,2023-03-12 18:06:00.970030,2023-03-12 18:53:00.970030,Outbound,Retail
2524,2023-03-12 18:54:00,s3,t6,amy,2023-03-12 17:16:00.970076,2023-03-12 17:31:00.970076,Inbound,Finance
2525,2023-03-12 18:54:00,s7,t3,tom,2023-03-12 17:25:00.970104,2023-03-12 17:29:00.970104,Inbound,Retail
2526,2023-03-12 18:54:00,s3,t6,tom,2023-03-12 18:54:00.970136,2023-03-12 19:48:00.970136,Outbound,Finance
2527,2023-03-12 18:54:00,s9,t2,susan,2023-03-12 17:23:00.970164,2023-03-12 17:37:00.970164,Outbound,Healthcare
2528,2023-03-12 18:54:00,s8,t8,tom,2023-03-12 18:22:00.970212,2023-03-12 18:38:00.970212,Inbound,Retail
2529,2023-03-12 18:54:00,s3,t7,kelly,2023-03-12 17:55:00.970240,2023-03-12 18:09:00.970240,Inbound,Retail
2530,2023-03-12 18:54:00,s9,t8,susan,2023-03-12 18:20:00.970269,2023-03-12 18:53:00.970269,Outbound,Retail
2531,2023-03-12 18:54:00,s8,t8,tom,2023-03-12 17:20:00.970297,2023-03-12 17:30:00.970297,Inbound,Finance
2532,2023-03-12 18:54:00,s10,t4,kelly,2023-03-12 18:25:00.970326,2023-03-12 18:28:00.970326,Inbound,Healthcare
2533,2023-03-12 18:54:00,s4,t9,kelly,2023-03-12 18:51:00.970354,2023-03-12 19:10:00.970354,Outbound,Finance
2534,2023-03-12 18:54:00,s3,t10,kelly,2023-03-12 18:28:00.970383,2023-03-12 19:18:00.970383,Outbound,Retail
2535,2023-03-12 18:54:00,s2,t5,jack,2023-03-12 18:05:00.970412,2023-03-12 18:10:00.970412,Inbound,Finance
2536,2023-03-12 18:54:00,s7,t4,jack,2023-03-12 17:38:00.970445,2023-03-12 17:57:00.970445,Outbound,Healthcare
2537,2023-03-12 18:54:00,s6,t8,kelly,2023-03-12 17:34:00.970475,2023-03-12 17:41:00.970475,Inbound,Retail
2538,2023-03-12 18:54:00,s4,t1,amy,2023-03-12 18:13:00.970505,2023-03-12 19:12:00.970505,Outbound,Retail
2539,2023-03-12 18:54:00,s8,t9,susan,2023-03-12 17:22:00.970533,2023-03-12 18:08:00.970533,Inbound,Retail
2540,2023-03-12 18:54:00,s9,t1,jack,2023-03-12 18:09:00.970562,2023-03-12 18:54:00.970562,Inbound,Finance
2541,2023-03-12 18:54:00,s4,t4,susan,2023-03-12 18:01:00.970590,2023-03-12 18:04:00.970590,Outbound,Finance
2542,2023-03-12 18:54:00,s5,t10,tom,2023-03-12 17:17:00.970619,2023-03-12 17:26:00.970619,Outbound,Healthcare
2543,2023-03-12 18:54:00,s5,t8,jack,2023-03-12 18:45:00.970647,2023-03-12 19:33:00.970647,Inbound,Retail
2544,2023-03-12 18:54:00,s8,t5,amy,2023-03-12 17:30:00.970684,2023-03-12 17:36:00.970684,Inbound,Finance
2545,2023-03-12 18:54:00,s4,t2,jack,2023-03-12 18:10:00.970713,2023-03-12 18:28:00.970713,Inbound,Healthcare
2546,2023-03-12 18:54:00,s6,t4,jack,2023-03-12 17:24:00.970742,2023-03-12 17:56:00.970742,Outbound,Retail
2547,2023-03-12 18:54:00,s5,t3,amy,2023-03-12 18:27:00.970771,2023-03-12 18:59:00.970771,Inbound,Retail
2548,2023-03-12 18:54:00,s4,t10,amy,2023-03-12 18:40:00.970799,2023-03-12 18:54:00.970799,Inbound,Finance
2549,2023-03-12 18:54:00,s1,t1,kelly,2023-03-12 18:05:00.970828,2023-03-12 18:22:00.970828,Inbound,Retail
2550,2023-03-12 18:54:00,s10,t5,tom,2023-03-12 18:22:00.970857,2023-03-12 19:18:00.970857,Inbound,Healthcare
2551,2023-03-12 18:54:00,s4,t6,susan,2023-03-12 16:56:00.970886,2023-03-12 17:42:00.970886,Outbound,Healthcare
2552,2023-03-12 18:54:00,s9,t4,kelly,2023-03-12 17:33:00.970915,2023-03-12 17:41:00.970915,Outbound,Finance
2553,2023-03-12 18:54:00,s1,t4,susan,2023-03-12 18:31:00.970943,2023-03-12 19:18:00.970943,Outbound,Retail
2554,2023-03-12 18:54:00,s3,t3,kelly,2023-03-12 17:27:00.971075,2023-03-12 17:33:00.971075,Inbound,Retail
2555,2023-03-12 18:54:00,s5,t9,susan,2023-03-12 18:49:00.971117,2023-03-12 19:30:00.971117,Inbound,Healthcare
2556,2023-03-12 18:54:00,s2,t8,kelly,2023-03-12 18:15:00.971148,2023-03-12 18:49:00.971148,Inbound,Healthcare
2557,2023-03-12 18:54:00,s2,t4,amy,2023-03-12 17:35:00.971178,2023-03-12 18:14:00.971178,Inbound,Healthcare
2558,2023-03-12 18:54:00,s8,t2,amy,2023-03-12 17:25:00.971208,2023-03-12 17:31:00.971208,Outbound,Healthcare
2559,2023-03-12 18:54:00,s4,t4,tom,2023-03-12 18:02:00.971237,2023-03-12 18:23:00.971237,Inbound,Healthcare
2560,2023-03-12 18:54:00,s1,t7,amy,2023-03-12 17:00:00.971266,2023-03-12 17:00:00.971266,Inbound,Retail
2561,2023-03-12 18:54:00,s3,t6,jack,2023-03-12 17:31:00.971304,2023-03-12 18:05:00.971304,Outbound,Retail
2562,2023-03-12 18:54:00,s8,t2,susan,2023-03-12 17:33:00.971345,2023-03-12 17:59:00.971345,Outbound,Healthcare
2563,2023-03-12 18:54:00,s10,t7,amy,2023-03-12 18:51:00.971381,2023-03-12 18:54:00.971381,Outbound,Healthcare
2564,2023-03-12 18:54:00,s6,t1,susan,2023-03-12 17:33:00.971411,2023-03-12 18:13:00.971411,Outbound,Healthcare
2565,2023-03-12 18:54:00,s2,t6,susan,2023-03-12 17:15:00.971441,2023-03-12 17:32:00.971441,Outbound,Healthcare
2566,2023-03-12 18:54:00,s6,t6,kelly,2023-03-12 18:44:00.971469,2023-03-12 18:45:00.971469,Outbound,Retail
2567,2023-03-12 18:54:00,s1,t8,susan,2023-03-12 17:27:00.971498,2023-03-12 18:24:00.971498,Inbound,Finance
2568,2023-03-12 18:54:00,s1,t2,jack,2023-03-12 17:00:00.971527,2023-03-12 17:13:00.971527,Outbound,Healthcare
2569,2023-03-12 18:54:00,s9,t8,jack,2023-03-12 17:06:00.971555,2023-03-12 18:00:00.971555,Outbound,Retail
2570,2023-03-12 18:54:00,s3,t6,tom,2023-03-12 18:48:00.971584,2023-03-12 19:38:00.971584,Inbound,Healthcare
2571,2023-03-12 18:54:00,s8,t1,susan,2023-03-12 17:50:00.971612,2023-03-12 17:55:00.971612,Outbound,Finance
2572,2023-03-12 18:54:00,s8,t5,jack,2023-03-12 18:39:00.971641,2023-03-12 19:38:00.971641,Outbound,Healthcare
2573,2023-03-12 18:54:00,s9,t10,susan,2023-03-12 18:11:00.971670,2023-03-12 19:11:00.971670,Outbound,Healthcare
2574,2023-03-12 18:54:00,s3,t4,jack,2023-03-12 17:53:00.971698,2023-03-12 18:23:00.971698,Inbound,Retail
2575,2023-03-12 18:54:00,s10,t9,amy,2023-03-12 18:23:00.971727,2023-03-12 18:53:00.971727,Inbound,Finance
2576,2023-03-12 18:54:00,s6,t10,tom,2023-03-12 16:54:00.971755,2023-03-12 17:04:00.971755,Outbound,Finance
2577,2023-03-12 18:54:00,s9,t3,tom,2023-03-12 17:57:00.971784,2023-03-12 18:08:00.971784,Inbound,Finance
2578,2023-03-12 18:54:00,s2,t2,amy,2023-03-12 18:03:00.971812,2023-03-12 18:09:00.971812,Outbound,Retail
2579,2023-03-12 18:54:00,s10,t3,susan,2023-03-12 17:40:00.971841,2023-03-12 18:28:00.971841,Outbound,Healthcare
2580,2023-03-12 18:54:00,s1,t3,tom,2023-03-12 17:02:00.971870,2023-03-12 17:31:00.971870,Outbound,Healthcare
2581,2023-03-12 18:54:00,s10,t2,amy,2023-03-12 18:35:00.971898,2023-03-12 19:01:00.971898,Inbound,Finance
2582,2023-03-12 18:54:00,s4,t2,kelly,2023-03-12 17:20:00.971926,2023-03-12 18:15:00.971926,Inbound,Healthcare
2583,2023-03-12 18:54:00,s8,t6,susan,2023-03-12 17:48:00.971955,2023-03-12 17:53:00.971955,Inbound,Retail
2584,2023-03-12 18:54:00,s5,t4,tom,2023-03-12 17:42:00.971983,2023-03-12 18:37:00.971983,Outbound,Finance
2585,2023-03-12 18:54:00,s2,t5,kelly,2023-03-12 17:20:00.972011,2023-03-12 17:47:00.972011,Inbound,Healthcare
2586,2023-03-12 18:54:00,s2,t5,jack,2023-03-12 17:18:00.972044,2023-03-12 17:54:00.972044,Inbound,Retail
2587,2023-03-12 18:54:00,s6,t7,kelly,2023-03-12 17:29:00.972074,2023-03-12 17:53:00.972074,Outbound,Finance
2588,2023-03-12 18:54:00,s2,t4,tom,2023-03-12 17:20:00.972104,2023-03-12 17:56:00.972104,Inbound,Healthcare
2589,2023-03-12 18:54:00,s1,t7,kelly,2023-03-12 18:22:00.972137,2023-03-12 18:30:00.972137,Outbound,Finance
2590,2023-03-12 18:54:00,s10,t1,kelly,2023-03-12 17:48:00.972167,2023-03-12 18:29:00.972167,Outbound,Finance
2591,2023-03-12 18:54:00,s9,t7,tom,2023-03-12 17:31:00.972196,2023-03-12 18:25:00.972196,Outbound,Finance
2592,2023-03-12 18:54:00,s9,t3,kelly,2023-03-12 17:54:00.972225,2023-03-12 17:54:00.972225,Inbound,Finance
2593,2023-03-12 18:54:00,s9,t7,kelly,2023-03-12 17:53:00.972254,2023-03-12 18:27:00.972254,Inbound,Healthcare
2594,2023-03-12 18:54:00,s6,t10,tom,2023-03-12 17:51:00.972282,2023-03-12 18:19:00.972282,Inbound,Finance
2595,2023-03-12 18:54:00,s1,t6,tom,2023-03-12 17:22:00.972311,2023-03-12 18:22:00.972311,Outbound,Retail
2596,2023-03-12 18:54:00,s4,t8,susan,2023-03-12 18:00:00.972339,2023-03-12 18:46:00.972339,Outbound,Retail
2597,2023-03-12 18:54:00,s4,t5,kelly,2023-03-12 17:39:00.972386,2023-03-12 17:45:00.972386,Outbound,Finance
2598,2023-03-12 18:54:00,s8,t3,amy,2023-03-12 17:42:00.972414,2023-03-12 17:45:00.972414,Inbound,Retail
2599,2023-03-12 18:54:00,s6,t6,tom,2023-03-12 17:55:00.972467,2023-03-12 17:58:00.972467,Inbound,Finance
2600,2023-03-12 18:54:00,s5,t9,tom,2023-03-12 17:39:00.972496,2023-03-12 17:49:00.972496,Inbound,Retail
2601,2023-03-12 18:54:00,s10,t1,kelly,2023-03-12 18:44:00.972526,2023-03-12 19:07:00.972526,Outbound,Healthcare
2602,2023-03-12 18:54:00,s10,t8,jack,2023-03-12 18:16:00.972554,2023-03-12 18:31:00.972554,Inbound,Finance
2603,2023-03-12 18:54:00,s4,t3,tom,2023-03-12 17:50:00.972582,2023-03-12 18:17:00.972582,Inbound,Healthcare
2604,2023-03-12 18:54:00,s5,t8,amy,2023-03-12 16:59:00.972611,2023-03-12 17:14:00.972611,Inbound,Retail
2605,2023-03-12 18:54:00,s2,t3,jack,2023-03-12 16:55:00.972644,2023-03-12 17:49:00.972644,Inbound,Healthcare
2606,2023-03-12 18:54:00,s2,t2,kelly,2023-03-12 17:57:00.972674,2023-03-12 18:32:00.972674,Outbound,Retail
2607,2023-03-12 18:54:00,s8,t1,tom,2023-03-12 17:03:00.972704,2023-03-12 17:45:00.972704,Inbound,Finance
2608,2023-03-12 18:54:00,s10,t4,tom,2023-03-12 16:54:00.972905,2023-03-12 17:12:00.972905,Inbound,Finance
2609,2023-03-12 18:54:00,s5,t6,tom,2023-03-12 17:32:00.972982,2023-03-12 17:56:00.972982,Inbound,Retail
2610,2023-03-12 18:54:00,s1,t10,amy,2023-03-12 17:08:00.973016,2023-03-12 17:22:00.973016,Outbound,Healthcare
2611,2023-03-12 18:54:00,s9,t7,jack,2023-03-12 17:16:00.973066,2023-03-12 17:58:00.973066,Inbound,Retail
2612,2023-03-12 18:54:00,s9,t6,susan,2023-03-12 17:43:00.973101,2023-03-12 18:26:00.973101,Outbound,Healthcare
2613,2023-03-12 18:54:00,s2,t7,amy,2023-03-12 18:34:00.973131,2023-03-12 19:02:00.973131,Inbound,Finance
2614,2023-03-12 18:54:00,s1,t4,kelly,2023-03-12 17:04:00.973160,2023-03-12 17:05:00.973160,Outbound,Finance
2615,2023-03-12 18:54:00,s10,t6,jack,2023-03-12 17:37:00.973189,2023-03-12 18:27:00.973189,Outbound,Healthcare
2616,2023-03-12 18:54:00,s7,t10,jack,2023-03-12 17:08:00.973234,2023-03-12 17:34:00.973234,Inbound,Healthcare
2617,2023-03-12 18:54:00,s6,t9,susan,2023-03-12 18:54:00.973262,2023-03-12 19:02:00.973262,Inbound,Healthcare
2618,2023-03-12 18:54:00,s8,t5,jack,2023-03-12 18:36:00.973290,2023-03-12 19:18:00.973290,Inbound,Retail
2619,2023-03-12 18:54:00,s10,t7,amy,2023-03-12 17:37:00.973317,2023-03-12 18:24:00.973317,Outbound,Finance
2620,2023-03-12 18:54:00,s9,t5,tom,2023-03-12 18:41:00.973364,2023-03-12 18:44:00.973364,Outbound,Finance
2621,2023-03-12 18:54:00,s2,t4,jack,2023-03-12 17:09:00.973397,2023-03-12 18:03:00.973397,Outbound,Healthcare
2622,2023-03-12 18:54:00,s2,t1,amy,2023-03-12 16:55:00.973426,2023-03-12 17:41:00.973426,Outbound,Retail
2623,2023-03-12 18:54:00,s8,t1,amy,2023-03-12 17:49:00.973454,2023-03-12 17:56:00.973454,Outbound,Finance
2624,2023-03-12 18:54:00,s6,t9,kelly,2023-03-12 18:36:00.973481,2023-03-12 19:24:00.973481,Inbound,Retail
2625,2023-03-12 18:54:00,s4,t9,tom,2023-03-12 18:50:00.973527,2023-03-12 19:31:00.973527,Outbound,Retail
